,Прибыль в расчете на 1 работника
5787,46000.0
8933,1151488.888888889
8498,84538.46153846153
8856,-774625.0
13003,-564909.0909090909
3890,54000.0
7826,-7384.615384615385
13738,23250.0
6677,440000.0
9052,1999000.0
13615,-48666.666666666664
12822,603071.4285714285
2800,1022857.1428571428
2349,1529349.5145631067
13062,-66000.0
5005,1102615.3846153845
12829,710000.0
2122,-824000.0
14702,-306017.85714285716
15082,2819470.8095297236
5604,1221500.0
7848,-852275.7575757576
8225,2819470.8095297236
3060,2819470.8095297236
14266,-443700.0
9608,68000.0
15790,1133000.0
18090,206500.0
1485,401500.0
7766,475914.28571428574
7640,-852275.7575757576
12526,189272.72727272726
878,2332000.0
7232,645727.2727272727
5271,2819470.8095297236
14126,83987.17948717948
10933,2358000.0
11414,315054.0540540541
1866,149000.0
10744,105333.33333333333
17354,1000.0
1895,-110035.71428571429
18354,636607.1428571428
5310,1181888.888888889
15982,-21188.741721854305
4347,36000.0
16415,2819470.8095297236
10732,4000.0
349,2819470.8095297236
5929,161000.0
7366,704000.0
10751,2819470.8095297236
5407,-332851.85185185185
963,-112285.71428571429
7342,-349414.0127388535
4894,2437615.3846153845
1315,1399619.0476190476
6748,2296181.8181818184
5261,1157666.6666666667
9831,1482103.448275862
4249,940000.0
8752,2754313.6363636362
1119,2819470.8095297236
13066,9000.0
19065,1894325.0
6355,-593711.5384615385
19164,2819470.8095297236
13985,15695.652173913044
2337,218000.0
6977,542000.0
14761,2819470.8095297236
2930,-852275.7575757576
18471,2819470.8095297236
6819,1528000.0
1534,529000.0
15930,-852275.7575757576
16694,434586.2068965517
3832,813000.0
13664,243333.33333333334
16849,89909.09090909091
10221,242400.0
18831,7000.0
19786,-46500.0
16965,-264000.0
11329,76250.0
1877,54555.555555555555
11801,2819470.8095297236
4804,101400.0
8064,-852275.7575757576
13508,-63500.0
9048,328333.3333333333
10325,2819470.8095297236
4446,46600.0
6276,350488.09523809527
2934,589500.0
18651,2819470.8095297236
15097,-852275.7575757576
2799,374571.4285714286
4033,467333.3333333333
14189,895000.0
1951,2819470.8095297236
1058,2204714.285714286
12961,168368.42105263157
435,2103684.210526316
19499,-247000.0
10505,56000.0
9250,936579.7101449275
7098,-378757.57575757575
6386,273069.76744186046
6847,170400.0
540,1210000.0
6795,-24000.0
1775,-104900.0
8658,184000.0
12430,-768000.0
14898,29000.0
79,2819470.8095297236
3331,2819470.8095297236
750,1066953.7037037036
3188,2538916.6666666665
11948,-57000.0
11461,6000.0
864,1092870.2702702703
14925,893416.1616161616
19923,591375.0
17947,-21000.0
9100,844058.8235294118
10334,109611.11111111111
8499,-515904.7619047619
2722,763666.6666666666
3934,-350238.09523809527
6227,-365465.11627906974
147,22416.666666666668
413,944148.7603305785
3412,31333.333333333332
11244,1267000.0
6029,123666.66666666667
10174,2819470.8095297236
7499,-807750.0
17523,52000.0
8534,223977.27272727274
15401,-20125.0
18063,53062.31884057971
10024,176000.0
8999,1621818.1818181819
8947,837666.6666666666
6106,931000.0
5268,13600.0
19949,639000.0
3360,-852275.7575757576
9873,350047.61904761905
5286,578293.1034482758
18566,3222.222222222222
16607,666212.1212121212
2710,33200.0
17892,2534076.923076923
9113,241500.0
7221,52666.666666666664
8762,29000.0
14452,2387166.6666666665
5222,547000.0
6768,145731.0344827586
8258,937586.2068965518
7154,956909.0909090909
3818,2819470.8095297236
17663,-290346.1538461539
3457,1998789.4736842106
18069,223120.5357142857
1801,338090.9090909091
15868,98000.0
14386,-52000.0
9792,2819470.8095297236
2371,5023.529411764706
14703,2819470.8095297236
3380,-852275.7575757576
14753,1636900.0
11338,-852275.7575757576
3558,-172000.0
5642,1285000.0
8175,-413613.63636363635
7511,1054200.0
18112,338761.90476190473
11985,1086769.2307692308
17070,2819470.8095297236
9143,1010509.4339622641
3783,199357.14285714287
3652,150000.0
12445,-320000.0
3048,208500.0
2103,-529000.0
12295,581333.3333333334
16297,266857.14285714284
7879,240851.35135135136
9897,227437.5
6934,2165468.4210526315
3314,2079431.3725490195
4163,208000.0
4756,-416463.4146341463
12410,147500.0
13048,-4129.6
13921,1053000.0
19437,-44000.0
10817,96000.0
12001,712285.7142857143
9864,1287083.3333333333
18772,929000.0
12673,67433.33333333333
17226,-84272.72727272728
11813,-234000.0
13495,2819470.8095297236
5206,51000.0
10132,-125000.0
10847,752000.0
19357,2170866.1417322834
14893,326113.63636363635
13626,2292000.0
4754,2819470.8095297236
10145,1391139.7849462365
14627,452647.0588235294
19563,290888.8888888889
9181,2819470.8095297236
18334,-138000.0
4178,-622000.0
10880,84072.46376811594
16043,-852275.7575757576
5684,2077433.3333333333
15394,57000.0
12181,-100900.0
8934,-56493.333333333336
18346,-96833.33333333333
5278,2819470.8095297236
11882,930600.0
12725,4500.0
8267,39833.333333333336
19225,145666.66666666666
2853,916250.0
685,-852275.7575757576
3675,18000.0
6423,487529.4117647059
7332,1721333.3333333333
13954,1443755.1020408163
19696,18000.0
18158,102615.38461538461
17442,-316000.0
16348,-303166.6666666667
11012,-131750.0
14104,1982000.0
4818,241432.2033898305
14694,78482.75862068965
14547,1383000.0
846,360132.6860841424
4686,420000.0
17043,265000.0
10485,40800.0
7069,398000.0
8086,20149.253731343284
1255,232600.0
4873,35933.333333333336
6455,-852275.7575757576
7255,1964923.076923077
12297,27200.0
7842,2819470.8095297236
13012,279000.0
9361,16743.243243243243
14190,75272.72727272728
9334,1500.0
4738,2121833.3333333335
13067,496250.0
6606,2819470.8095297236
10881,-852275.7575757576
7599,-388000.0
14576,1645500.0
797,102970.58823529411
814,2649472.222222222
12127,2763142.8571428573
19141,432842.1052631579
289,842666.6666666666
3208,41000.0
14405,-55357.142857142855
16840,-409000.0
16732,-828000.0
15434,-30000.0
15399,809285.7142857143
18281,167000.0
13249,-852275.7575757576
18189,-19857.14285714286
8248,984555.5555555555
4046,9538.461538461539
17155,455000.0
14357,1208000.0
11225,2075390.134529148
17437,21100.0
9692,-138000.0
10605,178000.0
869,-251250.0
16883,1000.0
19363,2819470.8095297236
15792,219000.0
15951,377480.0
8794,110000.0
13861,172000.0
11156,1575294.1176470588
15042,-602444.4444444445
10598,114000.0
13984,-852275.7575757576
19403,70794.11764705883
12356,1924500.0
18236,47381.818181818184
9595,629031.25
8873,2819470.8095297236
4805,15000.0
19104,1731433.1210191082
8252,742800.0
18853,460808.6956521739
14454,2819470.8095297236
13605,935000.0
1313,-852275.7575757576
18995,56000.0
18465,143608.69565217392
5612,44500.0
522,-349000.0
9390,421000.0
14727,728500.0
14704,-852275.7575757576
14174,225000.0
17997,232333.33333333334
6192,2116363.6363636362
938,100250.0
17293,39833.333333333336
820,571176.7068273092
586,2819470.8095297236
10435,20500.0
15537,185488.37209302327
7951,299000.0
13140,2625666.6666666665
15448,-78375.0
3161,2397500.0
4990,688153.8461538461
13658,-266909.57446808513
10827,47000.0
6617,330000.0
13219,-202312.5
13064,326000.0
4364,17271.739130434784
16491,-141000.0
12078,871000.0
5664,113125.0
16676,2819470.8095297236
1929,430555.55555555556
9805,-273500.0
7234,405769.23076923075
17302,3000.0
7336,709000.0
15363,-852275.7575757576
18726,-852275.7575757576
3547,133345.97156398103
6855,154846.15384615384
17136,54000.0
12817,416600.0
2392,40500.0
14073,100666.66666666667
6348,301000.0
3180,27058.823529411766
9930,-134333.33333333334
9281,313400.0
11690,2819470.8095297236
10886,538261.6279069767
6004,5250.0
15965,249000.0
5629,860900.0
19378,46090.90909090909
13616,531714.2857142857
8797,449000.0
8092,445352.9411764706
14533,2597183.0985915493
5448,667750.0
7525,1004714.2857142857
14643,184000.0
17934,850000.0
16172,2819470.8095297236
3789,997942.8571428572
14109,99551.72413793103
13279,2372851.8518518517
16735,-852275.7575757576
15875,310000.0
16788,1341087.4439461883
17494,-852275.7575757576
19133,-608301.2048192772
18922,440228.5714285714
16417,814666.6666666666
5774,560750.0
13714,1160742.6470588236
12018,2257671.2328767125
3209,228538.46153846153
14164,111000.0
10057,695666.6666666666
7997,88000.0
746,2819470.8095297236
12765,-116000.0
7228,708305.7324840764
11907,2819470.8095297236
16194,2500.0
647,131000.0
8622,-799000.0
9803,265500.0
10923,797500.0
15800,71333.33333333333
17728,-30111.11111111111
15196,398807.6923076923
4564,-277179.7385620915
6123,-115000.0
5124,55200.0
10253,627000.0
16529,185333.33333333334
12634,504125.0
6090,309000.0
6784,-619000.0
7517,-209360.0
10404,328727.2727272727
19625,2819470.8095297236
4391,397000.0
9306,-852275.7575757576
19312,2294.1176470588234
11157,1652777.7777777778
5079,295692.3076923077
15695,842.1052631578947
19969,14166.666666666666
8691,-93125.0
17703,942500.0
4769,2819470.8095297236
10242,-852275.7575757576
4413,406000.0
8224,-738333.3333333334
13567,92111.11111111111
2664,-852275.7575757576
2724,-389044.1176470588
14075,2514000.0
13923,-348782.60869565216
2519,175000.0
2791,82333.33333333333
17600,-852275.7575757576
9093,521407.4074074074
3565,173727.27272727274
11501,82000.0
13433,160882.35294117648
1978,117466.66666666667
12275,106572.72727272728
4876,-532777.7777777778
16800,1774771.2418300654
11725,1721000.0
3873,115461.53846153847
15315,-371000.0
5557,30357.14285714286
19352,750.0
4624,67333.33333333333
9228,-235285.7142857143
6131,2819470.8095297236
13311,2819470.8095297236
10139,2819470.8095297236
14971,544000.0
2864,33500.0
10531,187666.66666666666
8786,-138090.9090909091
18781,2819470.8095297236
7195,-852275.7575757576
8521,2178142.8571428573
3875,104860.75949367089
12116,2819470.8095297236
13448,-519859.5041322314
4200,2819470.8095297236
19209,2639000.0
13085,729480.0
8489,19166.666666666668
10760,-111000.0
4578,-212769.23076923078
18034,569317.0731707317
4305,-69454.54545454546
2970,21750.0
8835,-707123.4567901235
19453,967166.6666666666
9999,81666.66666666667
17300,756485.2941176471
5430,46833.333333333336
1108,1340666.6666666667
3567,212577.21518987342
19166,80062.2009569378
8037,2819470.8095297236
7238,23333.333333333332
7004,433000.0
1347,269500.0
6568,23962.962962962964
4370,-585000.0
6037,2819470.8095297236
15226,1671466.6666666667
12819,54365.85365853659
8824,890613.7985725615
12963,31111.11111111111
2144,1467500.0
13251,131315.7894736842
2559,1071000.0
19939,-364000.0
5640,709500.0
2199,2819470.8095297236
17061,30375.0
4065,129421.05263157895
10705,-285296.2962962963
16962,29777.777777777777
5625,1014275.0
5921,302521.73913043475
11088,1289741.935483871
10492,482400.0
19413,707166.6666666666
14377,-385000.0
4956,444222.22222222225
14797,-763500.0
10453,440500.0
12180,1084000.0
5179,-852275.7575757576
18916,2819470.8095297236
7200,335000.0
2095,2819470.8095297236
2217,678444.4444444445
4148,150600.0
2444,160000.0
6790,-302316.5137614679
7027,2819470.8095297236
1019,2819470.8095297236
9871,184500.0
17044,784282.6086956522
10993,-538750.0
1292,-89650.0
6169,158772.72727272726
17905,2819470.8095297236
6370,933000.0
2250,2819470.8095297236
1426,443700.0
16485,2819470.8095297236
19267,2095000.0
9079,141216.2162162162
14313,795528.5714285715
19326,39162.16216216216
4683,2081444.4444444445
4095,28500.0
9318,1802200.0
4217,-20000.0
10475,120500.0
11312,2819470.8095297236
3585,500.0
152,1533863.6363636365
6053,1050000.0
16034,1197250.0
2027,82000.0
13424,2819470.8095297236
13110,-762250.0
2131,-207000.0
8016,1318200.0
2390,1417000.0
14679,143941.17647058822
17586,33493.150684931505
10152,-44000.0
18601,2819470.8095297236
4455,583666.6666666666
2846,34666.666666666664
6919,36263.88888888889
17732,681856.25
9619,153937.5
10067,1550764.705882353
932,1343000.0
10785,229000.0
6682,-109500.0
10696,129500.0
7765,1858472.5274725275
1910,255000.0
13266,108137.25490196078
15616,697000.0
4242,2819470.8095297236
3242,317000.0
15156,75666.66666666667
16387,75076.92307692308
16793,195019.7628458498
7565,1370150.0
18045,634365.1685393258
6336,2772107.1428571427
11406,-10000.0
19287,2570277.777777778
9664,1893375.0
9025,181000.0
18368,94000.0
9956,525000.0
2790,1258700.9345794392
5076,2819470.8095297236
16639,-852275.7575757576
16129,1349454.5454545454
10703,16800.0
18631,2819470.8095297236
154,-463708.3333333333
11873,-852275.7575757576
13501,857000.0
15202,121000.0
6480,1735414.6341463414
2190,774000.0
1600,849952.380952381
10056,1543924.0506329115
15632,2819470.8095297236
10657,1030500.0
14320,345250.0
2039,1362888.888888889
2919,-250000.0
17475,217000.0
3603,-20111.11111111111
19086,-303976.4705882353
14025,-13000.0
15857,598666.6666666666
6920,-329000.0
1622,2000388.888888889
3317,1658291.6666666667
19382,292000.0
2640,975250.0
13560,2819470.8095297236
7250,287000.0
19302,292618.1818181818
3057,-51727.27272727273
6774,29000.0
19540,64500.0
13912,347738.25503355707
19807,-558037.9746835442
1098,2819470.8095297236
1746,163709.67741935485
10007,166273.29192546583
5035,658117.6470588235
1643,46333.333333333336
19124,40006.430868167205
7439,443555.55555555556
17751,13500.0
17538,661000.0
4118,-263672.7272727273
14274,28324.324324324323
14440,2819470.8095297236
4340,-775815.7894736842
14776,2819470.8095297236
11652,2819470.8095297236
17928,91000.0
14033,30666.666666666668
3564,-179970.9543568465
6171,137190.47619047618
874,-45363.63636363636
5414,2246255.3191489363
9928,-169125.0
11739,2819470.8095297236
14395,-852275.7575757576
4933,1687704.2253521127
10957,1145909.0909090908
4884,583000.0
6446,133208.33333333334
1691,60000.0
14875,2797400.0
11653,155666.66666666666
14094,49000.0
14279,-287333.3333333333
3018,-82250.0
19525,-200083.33333333334
3196,176583.33333333334
1924,-852275.7575757576
16102,113500.0
11049,-563000.0
10603,891488.3720930233
11992,1354333.3333333333
8603,4000.0
9730,816125.0
7314,-852275.7575757576
4416,93333.33333333333
1289,-852275.7575757576
15768,78800.0
5653,1091160.0
16188,307668.3417085427
3030,139585.36585365853
16803,931857.1428571428
4254,986593.4065934066
13133,1195.8762886597938
13118,-43200.0
16307,475500.0
8930,155543.2098765432
1593,-50500.0
13947,325666.6666666667
19138,-852275.7575757576
16763,702038.4615384615
10252,309750.0
10665,603000.0
19456,259527.02702702704
14324,169818.18181818182
3797,2406352.4590163934
11960,64816.32653061225
11614,-116712.2641509434
5331,6857.142857142857
7738,2594312.5
4414,1000.0
9997,1631111.111111111
5089,47000.0
9923,-852275.7575757576
6130,-188000.0
12013,195727.27272727274
13044,528000.0
10848,1289965.5172413792
71,2819470.8095297236
16779,79428.57142857143
3250,-171812.5
16829,819416.6666666666
8452,1298833.3333333333
1422,2819470.8095297236
8956,501375.0
7252,2674.4186046511627
5075,225074.34944237917
16979,70000.0
7456,-97000.0
11993,2333764.705882353
16720,-852275.7575757576
10721,22772.727272727272
13079,2819470.8095297236
3980,516444.44444444444
1621,2021730.7060755338
2067,262000.0
10917,214740.9836065574
8662,292500.0
7756,-716000.0
15836,131727.27272727274
6523,2819470.8095297236
14599,-3928.5714285714284
10047,89100.0
17165,656375.0
1183,13576.923076923076
274,641761.9047619047
9257,-354000.0
1870,209527.77777777778
880,1704750.0
3114,1665604.6511627906
19763,5333.333333333333
14775,2819470.8095297236
14611,36818.181818181816
12368,-48000.0
8826,526600.0
11211,921708.3333333334
3979,830054.3478260869
4321,462560.0
5165,129085.71428571429
14473,587500.0
16859,92000.0
12702,189580.24691358025
7287,2819470.8095297236
15076,2113000.0
11352,1825615.3846153845
2285,-177000.0
1376,116500.0
14640,-558000.0
